year,education,edtext,degtext,groundRow,groundCol,degree,proftext,sideBrow,sideBcol,sideCrow,sideCcol,profession,row,col,color,barRow,barCol,boxCol,boxRow
2017,2,SomeC,na,0,0,0,postsecondary,90,46,80,70,1,7,16,test1,200,94,70,140
2017,2,SomeC,na,0,0,0,postsecondary,92,46,76,70,1,7,17,test2,195,94,70,135
2017,2,SomeC,na,0,0,0,postsecondary,94,46,72,70,1,7,18,test3,190,94,70,130
2017,2,SomeC,na,0,0,0,postsecondary,90,48,80,75,1,7,19,test1,185,94,70,125
2017,2,SomeC,na,0,0,0,postsecondary,92,48,76,75,1,7,20,test2,180,94,70,120
2017,2,SomeC,na,0,0,0,postsecondary,94,48,72,75,1,8,1,test3,200,95,70,115
2017,2,SomeC,na,0,0,0,software,150,30,170,30,2,8,2,test1,195,95,70,110
2017,2,SomeC,na,0,0,0,software,152,30,166,30,2,8,3,test2,190,95,70,105
2017,2,SomeC,na,0,0,0,software,154,30,162,30,2,8,4,test3,185,95,72,150
2017,2,SomeC,na,0,0,0,software,150,32,170,35,2,8,5,test1,180,95,72,145
2017,2,SomeC,na,0,0,0,software,152,32,166,35,2,8,6,test2,200,96,72,140
2017,2,SomeC,na,0,0,0,software,154,32,162,35,2,8,7,test3,195,96,72,135
2017,2,SomeC,na,0,0,0,software,150,34,170,40,2,8,8,test1,190,96,72,130
2017,2,SomeC,na,0,0,0,software,152,34,166,40,2,8,9,test2,185,96,72,125
2017,2,SomeC,na,0,0,0,software,154,34,162,40,2,8,10,test3,180,96,72,120
2017,2,SomeC,na,0,0,0,software,150,36,170,45,2,8,11,test1,200,97,72,115
2017,2,SomeC,na,0,0,0,software,152,36,166,45,2,8,12,test2,195,97,72,110
2017,2,SomeC,na,0,0,0,software,154,36,162,45,2,8,13,test3,190,97,72,105
2017,2,SomeC,na,0,0,0,software,150,38,170,50,2,8,14,test1,185,97,74,150
2017,2,SomeC,na,0,0,0,software,152,38,166,50,2,8,15,test2,180,97,74,145
2017,2,SomeC,na,0,0,0,software,154,38,162,50,2,8,16,test3,200,98,74,140
2017,2,SomeC,na,0,0,0,software,150,40,170,55,2,8,17,test1,195,98,74,135
2017,2,SomeC,na,0,0,0,software,152,40,166,55,2,8,18,test2,190,98,74,130
2017,2,SomeC,na,0,0,0,software,154,40,162,55,2,8,19,test3,185,98,74,125
2017,2,SomeC,na,0,0,0,software,150,42,170,60,2,8,20,test1,180,98,74,120
2017,2,SomeC,na,0,0,0,software,152,42,166,60,2,9,1,test2,200,99,74,115
2017,2,SomeC,na,0,0,0,software,154,42,162,60,2,9,2,test3,195,99,74,110
2017,2,SomeC,na,0,0,0,software,154,44,170,65,2,9,3,test1,190,99,74,105
2017,2,SomeC,na,0,0,0,software,152,44,166,65,2,9,4,test2,185,99,76,150
2017,2,SomeC,na,0,0,0,computer,140,30,155,30,3,9,5,test3,180,99,76,145
2017,2,SomeC,na,0,0,0,computer,142,30,151,30,3,9,6,test1,200,100,76,140
2017,2,SomeC,na,0,0,0,computer,144,30,147,30,3,9,7,test2,195,100,76,135
2017,2,SomeC,na,0,0,0,computer,140,32,155,35,3,9,8,test3,190,100,76,130
2017,2,SomeC,na,0,0,0,computer,142,32,151,35,3,9,9,test1,185,100,76,125
2017,2,SomeC,na,0,0,0,computer,144,32,147,35,3,9,10,test2,180,100,76,120
2017,2,SomeC,na,0,0,0,computer,140,34,155,40,3,9,11,test3,200,101,76,115
2017,2,SomeC,na,0,0,0,computer,142,34,151,40,3,9,12,test1,195,101,76,110
2017,2,SomeC,na,0,0,0,computer,144,34,147,40,3,9,13,test2,190,101,76,105
2017,2,SomeC,na,0,0,0,computer,140,36,155,45,3,9,14,test3,185,101,78,150
2017,2,SomeC,na,0,0,0,computer,142,36,151,45,3,9,15,test1,180,101,78,145
2017,2,SomeC,na,0,0,0,computer,144,36,147,45,3,9,16,test2,200,102,78,140
2017,2,SomeC,na,0,0,0,managers,144,38,155,50,4,9,17,test3,195,102,78,135
